Total data: 6
Stacks:5,Height:6

matrix:1.0, 2.0, 2.0, 2.0, 2.0, 0.9333333333333333, 0.0, 2.0, 2.0, 2.0, 0.26666666666666666, 0.6666666666666666, 0.0, 0.4666666666666667, 0.4, 0.4666666666666667, 0.9333333333333333, 0.26666666666666666, 1.0, 2.0, 2.0, 0.5333333333333333, 0.26666666666666666, 0.26666666666666666, 0.0, 2.0, 0.7333333333333333, 0.06666666666666667, 0.6, 0.26666666666666666
label_1:0.0, 0.0, 1.0, 0.0, 0.0
label_2:0.0, 0.0, 0.0, 1.0, 0.0

matrix:1.0, 2.0, 2.0, 2.0, 2.0, 0.9333333333333333, 0.0, 2.0, 2.0, 2.0, 0.26666666666666666, 0.6666666666666666, 0.0, 2.0, 0.4666666666666667, 0.4, 0.4666666666666667, 0.9333333333333333, 1.0, 2.0, 0.5333333333333333, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.0, 2.0, 0.7333333333333333, 0.06666666666666667, 0.6, 0.26666666666666666
label_1:0.0, 0.0, 1.0, 0.0, 0.0
label_2:1.0, 0.0, 0.0, 0.0, 0.0

matrix:1.0, 2.0, 2.0, 2.0, 0.9333333333333333, 0.9333333333333333, 0.0, 2.0, 2.0, 2.0, 0.26666666666666666, 0.6666666666666666, 0.0, 2.0, 2.0, 0.4666666666666667, 0.4, 0.4666666666666667, 1.0, 2.0, 0.5333333333333333, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.0, 2.0, 0.7333333333333333, 0.06666666666666667, 0.6, 0.26666666666666666
label_1:0.0, 0.0, 0.0, 0.0, 1.0
label_2:0.0, 0.0, 0.0, 1.0, 0.0

matrix:1.0, 2.0, 2.0, 2.0, 0.9333333333333333, 0.9333333333333333, 0.0, 2.0, 2.0, 2.0, 0.26666666666666666, 0.6666666666666666, 0.0, 2.0, 2.0, 0.4666666666666667, 0.4, 0.4666666666666667, 1.0, 0.5333333333333333, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.0, 2.0, 2.0, 0.7333333333333333, 0.06666666666666667, 0.6
label_1:0.0, 1.0, 0.0, 0.0, 0.0
label_2:1.0, 0.0, 0.0, 0.0, 0.0

matrix:1.0, 2.0, 2.0, 0.9333333333333333, 0.9333333333333333, 0.6666666666666666, 1.0, 2.0, 2.0, 2.0, 2.0, 0.26666666666666666, 0.0, 2.0, 2.0, 0.4666666666666667, 0.4, 0.4666666666666667, 1.0, 0.5333333333333333, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.0, 2.0, 2.0, 0.7333333333333333, 0.06666666666666667, 0.6
label_1:0.0, 0.0, 0.0, 0.0, 1.0
label_2:1.0, 0.0, 0.0, 0.0, 0.0

matrix:1.0, 2.0, 0.9333333333333333, 0.9333333333333333, 0.6666666666666666, 0.6, 1.0, 2.0, 2.0, 2.0, 2.0, 0.26666666666666666, 0.0, 2.0, 2.0, 0.4666666666666667, 0.4, 0.4666666666666667, 1.0, 0.5333333333333333, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 1.0, 2.0, 2.0, 2.0, 0.7333333333333333, 0.06666666666666667
label_1:0.0, 0.0, 1.0, 0.0, 0.0
label_2:1.0, 0.0, 0.0, 0.0, 0.0

